user,tweet
k.chari,@hashmani111 @ThanthiTV Thamizh Pride. Pachai Thamizhan in New Delhi
PKS,@ashish_anshu7 @MajorPoonia Sena ko gali dene wale jeet gaye fir Sena ko sawal puchna ? Sawal to gaddaron ko puchna… https://t.co/TqoJoXu53E
Kalyan Sengupta,@AAPPanvel Congratulations for Delhi victory. We must work unitedly in the fight to improve the system.
Boya Marshi Gopal,Delhi election BJP otami important problem chief minister name not allowed this is where is the problem
Nidhi Bahuguna #IamSavarkar,"@LWolf303 @kananthaz @KarikadaiBoy @GabbarSanghi Same was said post 2014 when we lost bihar ,delhi...then we got ba… https://t.co/u3au1dXGQI"
Shairee Malhotra,"Xi, Netanyahu, Abe, Mirziyoyev and now Trump. Very interesting how world leaders now don't only go to New Delhi but… https://t.co/hIodqAC2ov"
Aman Sinha,"@sudhirchaudhary How can you forget Delhi wale  

 #Ram Mandir decision 

Article #370

#Pulwama Attack Revenge… https://t.co/XN9ZCHOo6w"
Gopal Goswami,"@vasudha_ET This is the only takeaway
for BJP in Delhi election, 

they brought the missionary to Hanuman temples,… https://t.co/PG0E7hdAd0"
Raja,"Oy LOL! 🤣
#DelhiResults
#DelhiElection2020
#DelhiElectionResults
#DelhiPolls2020
#Delhi
#Assam
@AamAadmiParty… https://t.co/oYVhXwlSSQ"
Vishal Goyal,"#ManojTiwari 

Should take moral responsibility and resign as Delhi unit Chief. The BJP should appoint a strong, ch… https://t.co/miOb4gXEDE"
Shashank Dwivedi,@CNBC_Awaaz @AMISHDEVGAN @amitmalviya Up is the nearest state from delhi..why bjp did not use their work in up to compare with aap work ?
I_am_Indian,"@Republic_Bharat Delhi  voters  kept  all three  political parties happy. 
1. Congress  - no loss of seats.
2. BJP… https://t.co/vOwl2l6kEp"
varun singh,@VarunKumarRana7 BJP delhi president apko banna chahiye Sir
shelly sharma,"My heartiest congratulations to AAM another 5 years for hard work and Goodwill.
Your work proved and you came up as… https://t.co/2EYfrAe5b8"
H.S.J,@ArvindKejriwal @yogrishiramdev Chlo badiya hai ab delhi main bhi shaanti aayegi...bjp ne vote k liye delhi ko jungle bana rakha thaa...
Ramkumar Shukla 🗺️,"@pranavspeaks @ANI Adding to this AAP has raised issues not directly affecting Delhi like Balakot Strikes, EVM, Hin… https://t.co/Avc38cL53J"
Md Waseem Akhtar,@GovindGoyal_ delhi
H.S.Shama Sundar,@astitvam Do not dictate everything from Delhi also feel the feelers of the locals and give back to the voters The… https://t.co/fjtI4Jl3eV
"SREE ASHOK BANERJEE,","The Only Advice Prashant Kishor Had For Arvind Kejriwal: Sources

https://t.co/7TAv6eLIPp
Post constitutional and p… https://t.co/NZiVzmuAOg"
ABHIJIT NAIR 🏏🇦🇺,"in 2013 Congress got 8 seats in Delhi state polls and in 2015 and 2020  DUCKS !
in 2020 BJP has got 8 seats ....
we… https://t.co/Vykwb5sizB"
ॐ🇮🇳🏹शार्ङ्ग🏹🇮🇳ॐ,@RishiMishra_ @saagar_anand Thst Delhi BJP #BJP4Delhi  @BJP4Delhi leaders are of tamsik pravritti is well known. No… https://t.co/gmgSxZsChj
Real Indian,"@waghrahul449 Daal nahi biryani pak rahi hai Shaheen Bagh mai.

Manish Shisodia already declared that he is with Sh… https://t.co/KFnWvdUgIz"
दिनेश फोगाट,"Honestly, I do not have any complaints with the way election was fought in Delhi....

Party can learn and move on..… https://t.co/nPlR4qOJ4N"
Aman Sinha,"@sudhirchaudhary How can you forget Delhi wale  

 #Ram Mandir decision 

Article #370

#Pulwama Attack Revenge… https://t.co/x5OOtbiBad"
𝕽𝖆𝖏𝖇𝖎𝖗 𝕶𝖚𝖒𝖆𝖗ˢᵒᵒʳʸᵃᵛᵃⁿˢʰⁱ,@AvijitM16741711 @IAMAKSHAY09 @akshaykumar @BPraak @azeem2112 @NupurSanon @yourjaani @TeamAkshay @VeerAkkians… https://t.co/bZ2qUCSuVy
G.L.O.B.A.L Justice,"Global News 02/11/2020: Senior Chinese officials 'removed' over COVID-19, 5 Turkish troops killed in Syrian attack… https://t.co/zqNEj71Ubl"
BHARDWAJ ANAND,@sudhirchaudhary Aaj ke Delhi ke chunav ke natije dekhne ke bad yah sampurn vidit ho Gaya ki Hindustan ke Hindu jo… https://t.co/CQYvrIKN0F
Nikhil Karnad,"'Hit on Private Parts, Some Choked': Jamia Students, Delhi Cops Clash as Anti-CAA March Turns Violent; 16 in Hospit… https://t.co/DniyGYZnnD"
Siddharth,@ArvindKejriwal @narendramodi Ensure this camaraderie for making Delhi and India better...... not just for social media etiquette
भारतीय,@GautamGambhir 40% votes cannot be see as rejection..you lose election but yu were not rejected..abhi se shuru karo… https://t.co/PJfZS17mFC
Majid Khan Lala,@NakulKNath @ArvindKejriwal Congratulations to Arvind Kejariwal and Aam Admi Party workers for achieving a 'Sweepin… https://t.co/ynNcM7Jf82
Parveen rao sultaniya(sid fan),"@ZAFARSHEKHANI2 @MubashirHifza @RiaRevealed Abe hijde katte lund
Madrsachaap
Halala
Ki aulad 
Delhi
Me dikh gya mul… https://t.co/JWNk5mYWrx"
Thewarrior553,"@AnantkumarH @BJP4Delhi Mostly they will start voting once bhatkal kind of situation arises in delhi.

But will we… https://t.co/OH00irU3sa"
वीरेन्द्र सिंह राठौड़(मेड़तिया)卐,"This is fake news, right? &lt;rubbing eyes&gt; 
---
We were zero earlier, are zero now, so it's a BJP defeat in Delhi not… https://t.co/ZzzyTEknka"
mahesh meena,Congratulation @ArvindKejriwal on @AamAadmiParty scoring a hat trick in #Delhi assembly elections. People of Delhi… https://t.co/9PTj1vDtOR
Sabbir Khan,"https://t.co/XDfbfjdFO8
#बेहोशमिश्रा After Delhi Election Result https://t.co/mfgTbunEuw"
César Vázquez,"""Los cinco principales centros logísticos de mercados emergentes, según 2020 Agility Emerging Markets Logistics Ind… https://t.co/RjEBUSxU47"
The Sudra,"They don't need 

Ram Mandir 
Article 370 
Triple talaq
NRC
UCC 
Population control bill 

Delhi just want ""free ka… https://t.co/qAJFuSHkDC"
Zoraa,"This is exactly the attitude BJP supporters should refrain from. 👇
Shaheen bagh was not even a two month thing in f… https://t.co/0rCL0LG7Al"
Subhashis Natua,@mumbaitak @ArvindKejriwal Delhi kee bahar AAP total zero hai
tenzing tsering,Delhi has 80% hindu people 20% people r muslim but they know da reality who play divide n rule politics. Don't play… https://t.co/z1w2UirDHp
Sambhaji Godase,"@Devendra_Office @Dev_Fadnavis Delhi election exit poll varun tharavala vata..😃😃.
Jara aram kara ata."
Just another guy 🇮🇳,"@NaveenS71825163 I just found a radical.👆

Cc: @TwitterIndia
@TwitterSafety
@CyberDost @DCP_CCC_Delhi"
Sunita Raushan,"@ArvindKejriwal Dear sir,
Congratulations. I am not a voter of Delhi but thanks to all friends and relative who all… https://t.co/LvxzUlQIMk"
Bajane wala,"@buntytrip @RenukaJain6 @RenukaJain6 we welcome you to Uttar Pradesh!!

You don't deserve Delhi!!"
Kabeer Khan,"Dil pe Shaheen Bagh rakhte hue 
Muh pe makeup kar liya
Communalism se Delhi ne aaj breakup kar liya...
Congratulati… https://t.co/YDZeUl3Lig"
Kundan Kumar,"&amp;#8216;I love you&amp;#8217;: In Kejriwal&amp;#8217;s victory speech, echoes of AAP&amp;#8217;s &amp;#8216;new politics&amp;#8217;… https://t.co/Yf2TUgOYBD"
🇮🇳Chamche🥄🍴🐷 dur rahe🇮🇳,@moronhumor Only Delhi
#Intolerant भारतीय (Sanjeev Goyal),@DrMunishRaizada @INCIndia AAP Victory is as good as Congress victory in Delhi. I have warned people in 2013 electi… https://t.co/QmQsvQdoiW
GoCurrent,"""Defeat For BJP, Not Us"": Punjab Congress Leader On Delhi Election Result https://t.co/xLIVqWjRj0 https://t.co/JWFojqzAer"
Bidhan Choudhury,@srivatsayb It includes Kezrilal CM of Delhi with 14 serious criminal charges from 2012 onwards including his forty Ministers &amp; MLAs .
Lokesh Singh Rana,"@tHeSpoilerD Bhagwan kare Aise @ArvindKejriwal ji se bhi na ho 200 se 0 🤣
Baki free to sb kuch kr rahe h thoda delh… https://t.co/DFO97lVXKA"
Chandrakant Kote,"Victory of AAP in Delhi shows that Hindu voters &amp; candidates of AAP are selfish, food &amp; careless of their existence… https://t.co/un48A1svYw"
Md.Aslam Parvez,@ajay43 Bure waqt me Delhi saath(7)diya. Ab isse zyada Dehli wale kya karte?
Vikram Hans,"Now we know how &amp; why Hindus were enslaved,by Foreign Invaders, for a thousand years: 40% of Delhi voters, somnabul… https://t.co/JR6ssru0Ms"
Minaxi,"@TimesNow @OfficeofUT @AamAadmiParty Instead of commenting, do some facilities for Mumbai public like what Delhi is getting."
Annichya,"@narendramodi @AmitShah Pardon!
Review Delhi debacle : Bureaucracy.
1.Common man suffers everyday officialdom.
2.Bu… https://t.co/bJ2SINLpWk"
JAMMU LINKS NEWS,NEW DELHI: The Supreme Court will hear on Wednesday a plea filed by former Jammu and Kashmir chief minister Omar Ab… https://t.co/7cxGrS9QrP
ER Ragesh,4 സീറ്റിൽ കോൺഗ്രസ്സ് സഖ്യകക്ഷിയായി മത്സരിച്ച RJD ക്കും  പോയി കെട്ടിവെച്ച പണം #DelhiElectionsResults #Delhi
"Jai Sri Ram, ho gaya kaam..",@ABPNews @dibang Congress is washed out of delhi..for us... congress does not exist
Priyanka,"""Delhi ke gaddaron ko, vote na daalo saaro ko""

#DelhiResults
#DelhiElection2020
@kapsology"
Abhishek Mishra,@YearOfRat Mai embedded domain se hu bhai. Jo pechkas babu ne kiya wo Diploma level ke students apne semester ke mi… https://t.co/JzDL9FxZNc
#unknow.Writer,@ArvindKejriwal @Neiphiu_Rio Congratulations kejriwal ji  .we happy  to see you in Delhi again for  next  5years..I… https://t.co/pi5DYRJEZU
Shadab,"@PoliticalKida @AltNews Due to aaj tak india today axis poll gave exact poll on delhi election
In hindi aajtak chan… https://t.co/QXXFKKY8cm"
Gayas uddin,"Delhi defeated communalism.👇 
#BJP_Mukt_Bharat 
#Rinkiyakepapa 
#DelhiResults 
#मोदी_हारा_शाहीनबाग_जीता https://t.co/HhRi7Ff974"
HT Delhi,"#ElectionsWithHT | AAP's Mukesh Kumar Ahlawat wins from Sultanpur Majra constituency by 48, 052 votes 
 
Track LIVE… https://t.co/9vtgDWpO8m"
Shruti chopra,"Delhi voted for this. Hindus voted for this. Or perhaps Rs 600 of savings was more important than future? 
In the e… https://t.co/2hpEgrzWaV"
Nikku Kumar singh,"@ajsingh92 @ratanlal72 Sir thora dimag lagaiye, agar bjp ne Delhi me hindu Muslim kiya hai, bjp ke har Jane ke bad khali kaise ho raha hai"
Bhakhan,"After AAP win in Delhi today, most of the 'bhakts' has suddenly became economists and they are worried about econom… https://t.co/u3RAnVWcw5"
daljit,@gulab_dharkar delhi
Sudhir Sharma,"Ab free electricity free water aur free ka safar
 aise hoge rastra nirman  jio Delhi
Congratulations for your new government"
Aditya Mandal,"@D3vanshbhardwj No Infra work in Delhi is stalled due to lack of money, but due to duplication &amp; complexity of powe… https://t.co/iZSaiaQEWQ"
CNA,Modi concedes defeat in key New Delhi election https://t.co/iDydRPqX8R https://t.co/uJuP9406uY
Dileep Shankhwar,"Ye haar bkp ki nhi Modi, Amit-shah,Yogi,
Or un sabhi bjp k MLAs and MPs ki h jo delhi me aaye the"
ପ୍ରିୟବ୍ରତ ପାତ୍ର,@PrakashJavdekar Congratulations Sir... People didn't accept that Delhi CM is  a terrorist. You used to be an educa… https://t.co/2Zry0BCQjL
Rama verma,"Congratulation sir
Real Hero of Delhi,Mr Arvind kejrival.
It's real victory of India who believe in development.
Congratulations again"
TSJN,"@PChidambaram_IN The Congress loses its deposit in 67,  out of 70 seats in Delhi! 

What happens to Pappu, Sonia Ma… https://t.co/UJI9LTGnGP"
Roopali Srivastava,@tjoseph0010 Yes! Biryani sales must definitely have skyrocketed in Delhi today...!
Er/JUDICIAL BASANT PADHIARY,"KEJRIWALA  WON IN DELHI  BUT PAKISTAN IS ON CRACK FIRING &amp; DEWALI IN PAKISTAN, WHY TRY TO UNDERSTAND DELITES"
Md.Afzal.Afroz,@ArvindKejriwal Congratulations all the people of delhi
Suraj,Kya hua bhaiya Kaha hai BJP dikh Nahi rahi hai ye Delhi hai MERI Jaan Kisi ke baap Ka gadh Nahi ye kejriwal wali delhi hai
DOPTechshala,"MACP to Central Government Civil Employees, clarification for constitution of Screening Committee – DoP

No.4-7/MAC… https://t.co/HVvT7BN9w7"
smokeNmirrors,@jawharsircar @ashoswai The question is not that of freebies..the question is how come delhi hs a surplus budget de… https://t.co/nJqFDXZIvi
J.Janiel,Immense Happy @ArvindKejriwal bro &amp; Delhi voters for The Delhi election 2020 victory sweep. When others focus on Fa… https://t.co/Bbfae3vZ0t
Sanjay Tripathi🇮🇳,@RenukaJain6 Pls dont blame Delhi
Siva Thota 🇱🇸,"@ArvindKejriwal ji
My best wishes &amp; congratulations to Mr Kejriwal ji and the AAP on winning the Delhi Assembly elections...💐"
Arunjit,"#AAPSweep Very interesting 

https://t.co/AcQj55G1Fc"
Ashok Groh,"@AnupamConnects @_SwarajIndia Sorry to say Sir
But 2020 Delhi election is not for BJP to loose but it for what work… https://t.co/AuhCWnT9GA"
sanjoy Malakar,Congratulations to AAP and Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections.
Amulya,"@AnupamPKher Sir ye na ho paega!Delhi se hun,jo aaj haasil hua hai usko pasand karna desh ke saath gaddari hogi..nahi ho paega!"
shahood ahmad,Delhi result k baad #Rinkiya_K_Papa ki BJP office me #कुटाई k baad पूछा gaya ki Sare #paise kaha खर्च हुए तो usne b… https://t.co/zOK4XiUeDS
"M Reyaz, PhD","Now that the Delhi results are out, all the so-called experts who wrote columns in big papers and spoke on TV chann… https://t.co/dmCiXJLXk3"
Sipah Salaar,As the result seemed to be zero Congress should have allocated seats to all UPA partners not just RJD in Delhi Elections.
Fr Eappachan MCBS,"ഹാട്രിക് അടിച്ച് എഎപി, നേട്ടമുണ്ടാക്കി ബിജെപി, കോണ്‍ഗ്രസിനു പറ്റിയതെന്ത്? Delhi Election Result 2020… https://t.co/8UoQN4NR7t"
sanjeev,"@RahulGandhi Your 60 candidates  bail is deposited in Delhi, what a pathetic performance ,now pls don't tell you sa… https://t.co/FW63tmD6mu"
Rizwan Alam,@ArvindKejriwal Congratulations AAP. Isi tarah Delhi ka Vikash karte raho chanhe Amit shah Jitna bhi current paida kare.
M L Bairwa,Congratulations arvind kejrival&amp; app works for delhi elections
Aditya Dasgupta,@kunalkamra88 congratulations AAP... hope u make Delhi better. Though.............
ObjectiveHeadlines,@ShashiTharoor @INCIndia It was same in 2015 when #AAP won Delhi. Nothing new! BJP went on to win states and repeat… https://t.co/gl8ex5cFpu
News18,"#AAPKiDilli – If there’s a car that can take eight people, then the BJP’s MLA size in the national capital is exact… https://t.co/y0VFCBbFCj"
A2V 🇮🇳❤️,"@SandipGhose Sir. AK can win Delhi , I want Modiji to continue being voted as the PM of India. He has bigger battle… https://t.co/vweUaQOxr5"
Love Alone,"ഹാട്രിക് അടിച്ച് എഎപി, നേട്ടമുണ്ടാക്കി ബിജെപി, കോണ്‍ഗ്രസിനു പറ്റിയതെന്ത്? Delhi Election Result 2020… https://t.co/7M6zQR1CO7"
Rahul Goyal🇮🇳🇮🇳,"Shri kejriwal ji
Apko subhkamna
Delhi election key liye 
I hope ki aap agey bhi development per Kam karegey… https://t.co/0YZG9xqRhK"
Vimal Rawat 🇮🇳,Congratulations Arvind Kejriwal and Aam Aadmi Party finally hard work paid off 👍 #AamAadmiParty #DelhiElectionResults #Delhi
Yallappa G.🇮🇳,"From 1998 to 2013,
Delhi was continuously ruled by Congress party. 

And today, it couldn't even manage to gain 4%… https://t.co/E5SiFjaR1y"
farhan ayyubi,"@intellectrolll AK:Delhi, i love you
Delhites: love u too in Assembly elections only
AK: ok, baki ke 3 seats bhi to… https://t.co/caXauIf16s"
UP Police Roxx👩🏻‍🔧,"@Champakali01 @kailashkaushik8 @mgnayak5 Disagree!
Shaheen bagh is good for India in d long run!
It may not have sw… https://t.co/ueaxB5S3z0"
VIJAY SEN,"राणा-वीर शिवा के वंशज,रीझे कुटिल कहानी पर।
तुम जमीर को बेच दिए,केवल बिजली व पानी पर ।।
#Delhi election"
Quint Hindi,#KathaJorGaram | #ArvindKejriwal ने हनुमान चालीसा के साथ गवर्नेंस का बोनस देते हुए 'उदारवादी राष्ट्रवाद' का वो फॉर्… https://t.co/TaGoBduXXQ
alok kumar shorewala,@timesofindia If Congress is serious in Delhi they should start preparing for 2025 delhi elections with immediate e… https://t.co/Tm0M7QyAZz
Juviraj Anchil,BJP's bid to 'polarise' votes failed: Sharad Pawar on Delhi polls | India News - Times of India https://t.co/NIVfzwD9I9
nuseij,@republic And make us think the slogan they have written on the billboard in PK saying “Hinduo Bato Se Nahi Par Laa… https://t.co/X6gQeegVr3
Sandeep Varma,"#Congratulations to @ArvindKejriwal for a huge victory. He has done Commendable work in all education, healthcare a… https://t.co/UTa1hZFRQk"
Rajeev Kumar 🇮🇳,@krrajiv9292 @ArvindKejriwal @AamAadmiParty Free only lady ke liy hai. Free ka matalab us gareeb lady se puchna jo… https://t.co/wtpbiGIiSP
Akki & PZ,@AvijitM16741711 @Akshay_fan01 @IAMAKSHAY09 @akshaykumar @BPraak @azeem2112 @NupurSanon @yourjaani @TeamAkshay… https://t.co/XoDcg0wsnn
CMT,"#DelhiElections2020

AK knew Muslim wud never vote for BJP nor turn to a weak Cong.

 So he focused on soft Hinduis… https://t.co/J60eyVoKJ8"
Roÿ,"@DUN_EDIFY Yup, I'd say Muslims have woken up, at least in Delhi !! Thanks to Feku, at least for one thing, Muslims have unted !! 😍"
vinothkumar,@gayathriraguram People who r votes for AAP they know whether he is sleep or active... Wat abt ur campaign in Delhi… https://t.co/wlGKgxOMIb
GarvSeSecular فخریہ سیکولر,"Interesting to hear Pujari of the now famous Connaught Place Hanuman Mandir say, 'hum yahin ke bashinde hain'. Bash… https://t.co/9yYDGbtRIh"
Mr Corporate Bakchod,BJP and Kohli .. both should retire #AamAadmiParty #Delhi
The Dispatch,Thank u so much sir. I look forward to working closely wid Centre to make our capital city into a truly world class… https://t.co/UVRELbmowH
Rahul Singh,"I think everyone is happy with Delhi results. 

AAP is happy for sweeping victory. 
BJP is happy congress got 0 sea… https://t.co/1dbPXQ7xk8"
The Vision,"https://t.co/CqXOAsCJD7, that was pre arranged and plan by anyway kejriwal &amp; sisodia not to win, as refer 2019 Rahu… https://t.co/cE21Uwf3hz"
Roshan,@aajtak abhi bhi samay hai sudhar jao aaplog aage bhi bahut elections hain. kahin yahi jaban ki wajah se Bihar elec… https://t.co/pnimXVsHqM
yogesh soni (yogi),"My best wishes &amp; congratulations to  shri @ArvindKejriwal jiand the AAP on winning the Delhi Assembly elections.
#AamAadmiParty 
#Delhi"
ஜெய தினேஷ்,"@ArvindKejriwal sir, you have brought back the hope of common people! This time do something really very big to Delhi!"
Mahi Singh.,"@RahulSi94672264 @Delhi_Sarcasm rapes, unemployment, attack on students, attack on constitution, . attack on elders… https://t.co/mRTUAjLPuI"
Shubham Tripathi,"British (in 1920): 
Empire Length: 200 yrs 
Empire status: Strongest ever
Time to rebuild capital: 20 yrs
NDA: 
Gov… https://t.co/GsKhGKOTWu"
MasalaDosa,To hell with Delhi results. I'm at an Andhra wedding in Guntur. Will eat pesarattu Upma with Allam pacchadi and enj… https://t.co/83UFzMJ73J
Neethu,"Dear Pakistan,  yes AAP won Delhi. No, you still don't get Kashmir. And yes MSD are still going to make you stand u… https://t.co/tpvpB72OHg"
PramodKumar P Laxmin,"@astitvam Least government in Karnataka could do is emulate mohalla clinics &amp; education system of Delhi, the recent… https://t.co/2DWkRFcHkP"
Marathi_माणूस 🇮🇳,"Nah Maharashtra , Nah Delhi 😂"
bhaiyafromup,"@RaulParody @BesuraTaansane @GappaanDaDhaba @AmitShah @narendramodi @p Bhai problem toh congress hi hai delhi me ,… https://t.co/MnvgDJoA4Y"
V B LAL,@KhushiText Delhi BJP unit needs overhaul and self sufficiency. Let  PM be free from state responsibilities.
Harshika,@sudhirchaudhary Delhi people are wise enough to not trust people like you. You are just a pet dog of bjp.
archana singh,@boxervijender @AhsanOfficials 😂😂😂😂 sahi kaha aapne  ..bihar  ki janta.. jab bjp advertising karega dekhna tabhi kh… https://t.co/8CcNLIXk2P
bhanu prakash raju,"@_VoiceOfAndhra_ Dnt wry 2019 lo mimalnii guddalu udathisi kotinatlu malli 2024 lo Delhi vidhulo tarimi tarimi 
Kodtaru wait chei"
Kalpesh M Joshi,"@SacchiSadhana @soni_gracegold में भी मोदी भकत हु
मुजको भी दुख हुवा है bjp की हार का
Congretulation delhi
Congretul… https://t.co/odmIh2413M"
Sameer Gogate,If anyone other than the #Delhi citizens won today.. it's the coverage by @ndtv and @PrannoyRoyNDTV .. Hands down t… https://t.co/zq1LBxFxF1
VAIBHAV,@ArvindKejriwal Congrts Sir to win in Elections and accepted by people of Delhi.......The work from your side done… https://t.co/IJMFAulYbb
Saurabh Singh,"निर्भया की माँ  से कह दो और वक्त लगेगा तुमको न्याय मिलने में , 
कतिलो के लिए दिल्ली सरकार अभी जिंदा है।… https://t.co/hmH1gluVJB"
Tech dr.,@narendramodi177 @narendramodi @ArvindKejriwal Could you also highlight what bjp state unit did in Delhi for the pa… https://t.co/RJC9ZVrUrI
premnath,"@HRajaBJP  Ayya Raja Please let us know where is Delhi? Don't say ""athu Dubai kkum Abudabi kkum pakathula irukkumnu"""
anil parashar,@GautamGambhir Nice said sir ...but i proud  delhi people they want cm kejriwal and PM modi ...good job done
Rocky,@TimesNow @SurabhiHodigere @thenewshour Against CAA &amp; Students Drama change the Vote Bank in Delhi .. Otherwise BJP… https://t.co/cwCyttDRIA
Adi Devara,@vln74reddy @JP_LOKSATTA Can we do introspection as to why we failed in supporting @JP_LOKSATTA like Delhi supported AAP?
MENKA RAMAN,"Congratulations to AAP and Shri 
@ArvindKejriwal
 Ji for the victory in the Delhi Assembly Elections. Wishing them… https://t.co/RjuEaSzzpW"
🇮🇳Yogendra 🗣️,Shaheen Bagh protest site seen empty as AAP all set to return in Delhi https://t.co/K26LH82fqM via @opindia_com
j,@TigerRajaSingh Aap wons means More shaahinbaag Coming in Delhi
TannedTravelGirl | Nishu Barolia,"Now that elections are over, will @BJP4India still let the protests continue in Delhi! I am eager to see its next move."
'Mihir' Vikram,@KapilMishra_IND Ab delhi ne thapad mara h.. Agli baar faltu bola to pura desh marega..
ABHIJIT NAIR 🏏🇦🇺,"i overestimated Delhi Congress by long margin 😂😂😂
LOL so far got Gujarat,MP and Delhi State polls in last 2 yrs rig… https://t.co/kUUoL1Ayvg"
Chetan🇮🇳 (waiting HR next concept),#Delhi wale yeh sab deserve nahi karte sir ji. https://t.co/WCX2yjkszg
Nek Mohd,Congratulation DELHI
Dailyanjal,Yashwant Sinha ‘Congratulates’ His ‘Ex’ BJP for ‘Sterling’ Performance in Delhi Polls https://t.co/gdjkJELGJl https://t.co/3I9scJTyA2
harsh dubey,@msisodia Only Muft khori.. delhi Mubarak ho
Pradeep Chandrawat,"@ArvindKejriwal Congrats specifically for the development of educational sector in Delhi, hence you won the heart o… https://t.co/7Yub8ptygA"
Gajendra Bhardwaj,@iSinghApurva Lost Delhi...very bad
मायो जापान🇮🇳🇯🇵Mayo Japan,"@theankitpahwa Great!!

I went to this restaurant once and it was quite decent for the price;)

https://t.co/luuD6r5aZR"
Life is funny,@JustMariner 😂😂😂
"Sher- e-Hind- The Great Tipu Sultan, (India🇮🇳)",@Indian_vandana Esa Hoga to Congress Aap ko Samarthan de kar Sarkar Bana legi par Bjp ko Bahar rakhegi Delhi ki Satta se
SURAJ KR.  SINGH,@ishusaini_24 Delhi won you can say not india
Santosh kumar,"@JPNadda @BJP4India @narendramodi @AmitShah @ManojTiwariMP Hamare Priya BJP ke sathiyo, Delhi election me BJP ki se… https://t.co/9IS1H4kH8T"
Kamal baverwal,@ArvindKejriwal congratulations sir for victory in Delhi election
CMT,"@BJP4Delhi 

AK knew Muslim wud never vote for BJP nor turn to a weak Cong.

 So he focused on soft Hinduism and fr… https://t.co/twERXxQn5O"
Sadashiva Savarkar,@AnantkumarH @BJP4Delhi I am thikingg to lauch the hindu party.We do not need muslim votes. BJP is failing in chang… https://t.co/b0vxEa3DuC
Nationalist Indian,@swapan55 The entire non performing bjp delhi unit including tht clown manoj tiwari need2 b sacked. They sat on the… https://t.co/CVzU2CkOiz
RG 🇮🇳,"Its so surprising to see all News Channels questioning @BJP4India for losing the #DelhiElection2020 

BJP has ruled… https://t.co/Na95x9LGMN"
bobby khan,@kunalkamra88 One thing that I'm really REALLY happy about today is that Delhi school kids will continue to get edu… https://t.co/t6O31gfGZP
Harveen Singh,#delhi #DelhiPollution  #pollution
bhavadip mangukiya,"DeKho delhi walo Ise shiksha kahte hai,KoI sarkar muftme jo bhi de raha hai uske nam pe vote mat do https://t.co/M1hluqRANz"
Jankari News,Delhi Election Results 2020 Reasons Behind BJP Defeat https://t.co/BJtTMkqqKz https://t.co/mQecUZv03f
Divyashish Pandey,"@narendramodi @ArvindKejriwal Well said Mr. Prime minister..🙏
AAP and CM delhi Mr. Kejriwal 
AAPKA METER KAL SE DOW… https://t.co/T4MMkj5sik"
Devansh Patel,"Now that the Delhi elections are over, can we collectively hang those bastards who tortured Nirbhaya ??"
Irfan Shaikh,"@dhruv_rathee सड़क शिक्षा पानी बिजली की जीत हुई!
हिंदू मुसलमान पाकिस्तान जैसे नफरती नारों की हार हुई।
#Delhi"
Mohd.rihan,Hamare Delhi ke CM Arvind Kejriwal ke liye Ye Lat lakh badhaiyan aur unke a wife ke liye Ye Bhi janmdin mubarak ho
राकेश मोर्या,@SanjayAzadSln @ArvindKejriwal Yaad rakhegi delhi ki usne gaddaro ko support karnewale ko vote diya tha.
Gaurav Mohnot 🇮🇳,Perfect Sloka for today to inspire the Rws after Delhi debacle https://t.co/W59IC9bTGm
0000000,Kejriwal Jhaadoo.. Delhi shud wipe out..LOL welcome!! smile shinin on ur face is it real? lol
Abdul Moeed,Congratulation #Delhi! While It is heard that the Indian media/anchors are barking at the people of Delhi.… https://t.co/ScJKsxrWIP
‏Anoop Kumar 🇮🇳🕉️,@Aabhas24 I wonder if privatization of utilities will end this freebie culture in Delhi.
Life is funny,@Icarus_Reloaded You need to go at the ground level to see why people like him
Invincible,Delhi Congress chief Subhash Chopra has resigned I guess. https://t.co/rMvjVuDnZV
Abdur Rajjak Molla,"@akshaykumar @ayushmannk @aanandlrai Delhi election 2020
AAP 62
aur aap jis party ka dala* ho , wo party 8 🤣🤣🤣"
Kunal Gaurav Singh,"@PChidambaram_IN Koi baat nahi Chidambaran ab tum apna agenda chalao ab tum delhi ko jeet hi liya hai...
North East… https://t.co/OzLdE4jEAV"
NIRUPAM,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
""AAP… https://t.co/d9IbF2wbaN"
Swamy Yodanand 🌐,"@colkt @Swamy39 #ModiBhaktLogicOnDelhi
Modi-Shah wanted to quarantine the ""Kejri Virus"" within Delhi to protect the… https://t.co/Zz7n53u1Qw"
Ankit Rajpal,#Aap Delhi Broom the Lotus once again
Dr Sanchita Banerjee Asthana,#Delhi_Elections....A big Lesson to BJP to learn n notice to work on their mistakes on the ground level instead of… https://t.co/N0ilZECLmO
Irfan Shaikh,"@ArvindKejriwal @Naveen_Odisha सड़क शिक्षा पानी बिजली की जीत हुई!
हिंदू मुसलमान पाकिस्तान जैसे नफरती नारों की हार हुई।
#Delhi"
Abhishek Pathak,Congratulation @ArvindKejriwal on @AamAadmiParty scoring a hat trick in #Delhi assembly.....
