user,tweet
Mohd Aseem,@LambaAlka @INCDelhi @INCIndia Hame jitni khusi @AamAadmiParty ke jeetne ki hain usse jayada dukh ap par hain… https://t.co/8Mj8tZjoNr
Me Bhi Sainik  Also I'm Slzr,@ArvindKejriwal  sir next time god kare aap he pm bane hamara sapna hai all over india me Delhi jaisa vikash ho coungratulation sir
RJ ALOK,"Congratulations @ArvindKejriwal
And @AamAadmiParty for winning the faith n mandate of Delhi . Keep working towards… https://t.co/Akfdtn5fnF"
बप्पा रावल,"@RetardAkABhakt @shabby_Rabu @RanaAyyub Yesterday

Me - कौन जीत रहा है??
Oscar - #parasite

Today

Me - कौन जीत रहा है??
Delhi - #Parasite"
ASHWIN SINGHAL,"হাত-শূন্য দিল্লিতে ৬২ আসনে জামানত জব্দ কংগ্রেসের
https://t.co/hrKWZbHwGu  via @Ei_Samay: https://t.co/INt7N7f5Zc"
Sachin Sachi,@timesofindia and people of Delhi didn't even care about Congress and this guy talking about bjp it's like celebrat… https://t.co/OlrhJFqNWj
Madhukar Pai🇮🇳,@Zee_Hindustan @TajinderBagga @officeofbagga @BJP4Delhi @BJP4India @KapilMishra_IND @ManojTiwariMP @JPNadda… https://t.co/TiHdrz6iQJ
Ram Robert Raheem,@amitvikram108 @NaIna0806 57 out of 62 AAP candidates who won elections are not muslims and how come delhi under Islamic slavery?
Mohan Murthy Yadav🇮🇳,@republic How do these losers have the face to issue such statements 😂😂 arrey you take care of your party which has… https://t.co/qR6x7o8uJ5
pambgm ಪ್ರಸನ್ನ प्रसन्न,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
Jatin🤷🏻‍♂️,@AstroAmigo Umm. The BJP hasnt been in power this century in Delhi!
ꓘyoto,"WTFFFFFFFFFFFFFFFFFFFFFFFFFF
https://t.co/3KILsveu0m"
Amrit LUTHRA 🇮🇳,"Congratulations for your outstanding victory in Delhi 💐💐💐
All the best ✌️👍

@ArvindKejriwal  @msisodia… https://t.co/C2foHGExcy"
Sachin Kalyan (सचिन कल्याण),Being a Delhi citizen it's sad that people  choose the freebies #WeLoveYouMODIji
Gol Chakkar National Newspaper,"New Delhi Election Result 2020: दिल्ली वालों आपने गजब कर दिया, आई लव यू, जीत के बाद बोले अरविंद केजरीवाल  G c News.… https://t.co/YXY60HcH5q"
shararti sano khan,"आज पूरा भारत खुश है, लेकिन पाकिस्तान और भाजपाई शोक मना रहे हैं!
क्यों ?
#DelhiElectionResults #DelhiElection2020… https://t.co/I2hhJWA6U8"
Vivek Kumar,@narendramodi @ArvindKejriwal Congratulations to SECOND TIME DELHI CM KEJRIWAL SIR
Amit Saini,"@A2D2_ This tweet wins 71 Delhi Assembly Seats, on its own."
Pradeep Kumar,"Take a breath and acknowledge that AAP has done a good job in Delhi. Deeds == Results

@AamAadmiParty badhai ho !"
PARVESH Singhal,@imAbhishek_20 Aisa hone se delhi me jit mil jaati pr desh k baher image kharab kr deta bikau pkau thkau sickular media namo ki
Rahul Kant Chauhan,@shekharrjoshi @ArvindKejriwal free dekar logo ke kharcho ko kam kar raha hai... tum 200 unit se zyada kharch karo.… https://t.co/MnVJc5AOaw
Rashmi kaushik,"@dhruv_rathee 63
Delhi crime rate is four times of India's average 🙏"
sumanta ghosh,@Sujan_Speak @BJP4India @narendramodi What is your vote percentage in Delhi? Just asking. I know you will not reply.
Rick Shaw,https://t.co/BwILIyR5p4
Intolerant Indian,Isn't it an utter failure of @BJP_4delhi to bring it to d notice of people of Delhi? They expect @narendramodi ji n… https://t.co/sz6hkf8msV
Manish srivastava,@tehseenp Congress left the legacy of Sheelaji in Delhi and became a hanger of Kanhaiya.
Seema Tripathi,"@bhanwar_dadhich Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all… https://t.co/bf0WVIfecV"
अंकल स्क्रूज 🇮🇳,"@NaanOfficialBC @seriousfunnyguy Dost, don't mind, but ye sare issue national interest ke hain. Jab Baat National K… https://t.co/eDIAuBnic5"
PKS,@Shweta57726839 @MajorPoonia @rsd888 Delhi hamesa se issi tarah rahi hai ta hi to Mughal or Angrej dono ne ispar ha… https://t.co/sfiCjLdTkM
Oneindia Telugu,"ఓటమిని తట్టుకోలేక సొంత పార్టీపైనే... ఖుష్బూ, శర్మిష్ట కామెంట్లు వైరల్..  https://t.co/yI2n2lt8OS #delhi… https://t.co/AEmcfw1S1J"
GONUGUNTA BRAMHAM,Congrats to delhi people to elect a best leader in indian politicians https://t.co/HXxrebd2LG
Suparna Chaudhry,There was a lot of talk about Delhi govt schools having an astounding 94.24 pass % in their class XII CBSE exams la… https://t.co/yuD4JA2lRy
Akhila Khan,Congratulations #Delhi for pressing the right button and Congratulations @ArvindKejriwal for fighting the divisiven… https://t.co/3TDsSmncdW
Krunal Soni,@vivekagnihotri @ManojTiwariMP  is probably the main reason for BJP’s loss in Delhi elections
Jayshree Singh,@moronhumor MP;Rajasthan and delhi😣
Sreenivasulumanike,@ArvindKejriwal Hearty congratulations sir on eve unbeatable victory and thanks to delhi walon
Bharath Netha,Coming to 2025 all Free win delhi elections #aapsweep #AAPWIN @republic @ArvindKejriwal #DelhiResults… https://t.co/pwI6ZlqJ7o
pushkar nath,Tale of dying society https://t.co/EWhCWiRCpX
Praveena Pillai 🇮🇳,@brahma_16 @INCIndia How many more times? They were ruling Delhi for 15 long yrs right?
Ashish Joshi,"@AtishiAAP @AamAadmiParty Congratulations Ma'am , i am a big fan of you ,and i know you will do your best for kalka… https://t.co/9PDDW9zTyw"
Upasna,"The dance was amazing @PradeepGuptaAMI sir 😃
#Delhi says the feeling is mutual https://t.co/5h805NBiht"
Happy Birthday Manisha😍❤,@ANI Ab to Delhi me jharu bi free kr hi dena chahiye.. jeet ki khushi me jharu free free 😂😂
Krishna Mohan Sharma,"कांग्रेस का एक सच्चा सिपाही नेता @LambaAlka जी बोलीं, ‘हम लौटेंगे दिल्ली वालों की आवाज बनेंगे और लोगों के लिए संघर्… https://t.co/qwhYddIeww"
Girish S,"If you get infected with Corona Virus in delhi then contact Mohalla clinic in ur area
Azaadi mil jayegi 
😂😂😂"
Ram Singh,@a14jay @sudhirchaudhary Delhi h bhikhmango ki bhukhe ar nangon ki 6 mahino ki muftkhori m bik gaye mujhe bjp pr na… https://t.co/7R6a8sBG0X
Chetan Singh,BJP’s Delhi dilemma: Why can’t the party replicate its Lok Sabha success in state elections? https://t.co/T7jkzuP2nm
Shehzin Shaikh,"Hey Delhi
#DelhiResults https://t.co/bvJF5t20bN"
SoniaDas,"@Uber @Uber_Support is this a joke or what... A trip from Delhi Airport is ₹2944, when I booked it was showing ₹944… https://t.co/t8VocDB7Dg"
Whatever,"@varuntrs58 People know their priorities

People voted for AAP for assembly in 2015 .yet same people voted for bjp… https://t.co/02opPrYPwo"
Mayank Kansal,@PChidambaram_IN Sir congress ka kya hua itne saal delhi me raaj krne ke baad vote percent 4 jbki bjp ka to vote pe… https://t.co/FFqCG9w6yp
Faisal Siddiqui,"@bultyy_jaglan @JackDoeOne1 @justegobro @NeelamSinghSom4 @RanaAyyub Tujhe badi jalan he..😂
Delhi ka kutta bhi tjhse… https://t.co/Zxf94caf9v"
Madhyamam,"#DelhiResult, #welfareparty ഡല്‍ഹി ഫലം ബി.ജെ.പിയുടെ വംശീയ രാഷ്ട്രീയത്തിനുള്ള പ്രഹരം – ഹമീദ് വാണിയമ്പലം https://t.co/CT6EamuOCJ"
Tash(neem,@Tejasvi_Surya THE MUGHAL RAJ RETURNS IN DELHI#
Suresh Kumar Posani,@BJP4India  is not going to loose anything as everyone knows that Delhi will vote for BJP if it’s a national electi… https://t.co/X54wRNt91K
InimitableIndian 🇮🇳,@entropied Had @narendramodi @AmitShah govt taken strong steps when first sign of lawlessness in Delhi that was vis… https://t.co/q5BQoK4E8K
sanjeev kumar patro,"#DelhiElectionsResults 
Delhi voted Dil se in May 2019. They voted Dil se in Feb 2020.
#Lessons
The message now is… https://t.co/7NpWsb9yNc"
S. S.,"@VDPAssociates Every election, specially Delhi with hyper active nedia, was a platform for the duo to amplify Shahe… https://t.co/PbxymR7CdH"
Ravi Shekhar Jha,"@TheMamtaDagar Mamta JI apne SABDO par lagam lagaiye -:
1. App Delhi ke logo ki baat Karrahe 
2. Delhi me lagbhag h… https://t.co/q0LPAyedqv"
एक राष्ट्रभक्त,"@LambaAlka राहुल-प्रियंका की रैलियां भी नहीं बचा पाई दिल्ली में कांग्रेस के उम्मीदवारों को, 95 फीसदी सीटो"
Shilpa Mohan,@real_khabri_1 @ColorsTV Congress lost in Delhi today madam ka mansik santulan bigad gaya hoga ..
Tejas Jane,"Congrats to @ArvindKejriwal for their victory for 3 consicative terms.
They all deservers the love today from… https://t.co/wty01dv3hK"
Abdul Hameed Yousuf Qasmi,#MuftkhorDelhi Delhi is the model of a welfare state in India.
The New Indian Express,"#OPINION | If PM Modi is truly invincible, he should be so not only in parliamentary polls but also in state electi… https://t.co/1iiRhGeH8R"
Syed Umair,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP… https://t.co/KsuDLxOSzX"
Narendra,"@DivyaSoti I eager to see one more mini Pakistan within delhi  , let them suffer for lifelong, let them keep voting… https://t.co/9fUpf4el92"
Shadab,@Akshaysinghel @sardesairajdeep @narendramodi Due to aaj tak india today axis poll gave exact poll on delhi electio… https://t.co/JfFMrIRVe0
iAmKalki,@JhaSanjay I hope Mr/Ms Belly dancer of @INCIndia helps the party to recover its lost deposits in the 67 seats of see delhi
Satyanarayan Sharma,Aaj fir rashtrawad per aadami Ka swarath Bhari raha hai                     Delhi election
मैं गार्गी चन्द्रे,This is what trending #Delhi....  फ़्री के चक्कर में डूबी दिल्ली #DelhiElectionResults #DelhiResults… https://t.co/H4U7qdnl64
Proud Hindu-Rajiv,"दिल्ली में जीती है ""आप"" 
लेकिन पटाखे पाकिस्तान में फोड़े जा रहे हैं कमाल है 🤔🤔
@ArvindKejriwal 

#AamAadmiParty… https://t.co/vNf1oFOflv"
Faisal ahmad,"HAMLOGONE  PM BANAYA OR HAMI SE SBUT MANGNE LAGE MODI G SRAM KRO 
HERO MODI NHI JANTA HOTI H 
AAJ DELHI WALE NE BTA DIYA"
Suraj,"@ichiragpaswan Voted ur Party from Nawada but MP didn't want to meet his people in Delhi.
WhatsApp msgd him so many… https://t.co/VlSkl94ugC"
Sunil Kumar,Delhi state now has a Pakistan backed government led by @ArvindKejriwal. Allahu Akbar! https://t.co/1LYyZcqXHm
Rajinder Singh,@manakgupta Ab #ShaheenBagh ke saath jine ki aadat daal lo Delhi walo. God bless you..
er.gr,"@LambaAlka @INCDelhi @INCIndia मतलब हर तरफ से काँग्रेस मुक्त हो गयी दिल्ली।
@narendramodi ji ka ye sapna to delhi me pura hua😂"
Raul Vinci Parody,@BesuraTaansane @bhaiyafromup @GappaanDaDhaba @AmitShah @narendramodi Understand why motabhai decided to go all gun… https://t.co/M0XVUmWlIv
Chandan Roy Sanyal,BJP's 'Goli Maro' Candidate Kapil Mishra Loses From Delhi's Model Town | HuffPost India Who were supporting this gu… https://t.co/rjTpkVEWOs
rajkumar,@realshooterdadi @RandeepHooda @BabitaPhogat @geeta_phogat @boxervijender @RubikaLiyaquat @anjanaomkashyap… https://t.co/IPfBWgqX1b
కోరంగి శ్రీనివాస్,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*😄😄😄"
Life is funny,@jagdishjojawar @DurexIndia 😜😜😜😂😂😂
Manish,@aaliyagoyel1 Ab aise person ki baat pe kaise yakeen kare jo ek raat hindutwa ka sath deta dikhe or agli subah part… https://t.co/IAGUXg1bsu
Mohamad Aarif,"Congratulations to Arvind Kejriwal  #Delhi election hattrick
Wish you all the best.. sir...
Allah apko kamyab banaye"
Mahipalsinh Jadav 💙,Congratulations to @ArvindKejriwal &amp; @AamAadmiParty  on their historic victory in Delhi.
Haseeb Ashraf,Kejriwal’s AAP routs Modi’s BJP in Delhi polls https://t.co/s7cvTgCnVd
Srini1205,"Takeaways from Delhi results:
1. Hindu - Muslim/ India - Pakistan narrative is past it's sell by date
2. Congress n… https://t.co/6L3cOt7NuC"
AMITESH KASHYAP,many many congratulations...@ArvindKejriwal on returning as the cheaf minister of delhi....मैं उम्मीद करूँगा की आप… https://t.co/iVviFejSVy
Sai Saketh Reddy,@ArvindKejriwal Sir Congratulations On The Land Slide Victory In Delhi Elections Today You Proved What An Civil Ser… https://t.co/XQupnAxftc
INDRA JEET KATHURIA,"Hindustan jeet Gaya 
DELHI KA BETA"
m sahil,Congratulation sir bht hi zyada khushi hui me delhi se nhi hun or iska mujhe aaj afsos ho raha h me aapke sath aapk… https://t.co/bZAGj89YFV
Amit Kumar Sindhi 🇮🇳,"@SmokingSkills_ @desimojito @GadhviLaxman @Being_Humor Kya kare ab
Delhi ke logo ne daga de diya 😆"
smriti singh,@sardesairajdeep is every Delhi uncle dancing in a baraat.😂😂 https://t.co/MmmAuhmH6E
Sumit Sahoo,@BJP4India @AamAadmiParty @ssatyabrat95 @ArnabGoswamiRtv everyone is telling about #DelhiElectionResults Delhi peop… https://t.co/4ybaqctN27
jagritijagat,"@ArvindKejriwal congratulations sir , three requests to you , no trees to be cut in Delhi, polythenes to completely… https://t.co/JJCBQlVwmR"
Koushik SenGupta,"@swapan55 3 obvious lessons for BJP after Delhi.
I) Modi is 56"" balloon.
Ii) Chanakya can buy MLA but not public.
I… https://t.co/KdnFuT1xro"
Hiren Patel 🇮🇳,"Grace even in defeat. By honorable @PMOIndia @narendramodi #DelhiResults 🇮🇳@BJP4India 
Congratulations to… https://t.co/YIkqtdHQky"
Timepass,"Credit internal problems in AAP and ensure that Kejruddin gets thrown out. Make Amanatullah the CM, his jihadi trai… https://t.co/k0oWh6k35g"
पोफू 🇮🇳,Jo kaho Delhi hein bade smjhdaar 21+5 =26 years BJP ko dur rakha hai tabhi Delhi aaj yaha hai https://t.co/7RzMKP1lHm
Towseef,@ReallySwara Delhi ha he dilwalu ki ...pyar to banta he ha.....proud of swara
Deven johar,@desainishit @AaronRamsay5 @rishibagree But y didnt bjp worked on school fees cap ??? Books ?? Govt hosipatals corr… https://t.co/GYa5w4xPzf
PrabhuChawla,Delhi Verdict: Rise and Rise of #Kejriwal and what it means for National politics? #DelhiResults #DelhiElection2020… https://t.co/BZc3jy4yYf
Tug at scruples 🇮🇳,@CNNnews18 @bhupendrachaube @Zakka_Jacob @AnchorAnandN 'Vikaas' was a stolen agenda from BJP. How long can you win… https://t.co/ifFoJpjVMm
Chhotelal Verma,Congratulation to Arvind kejriwal to victory of Delhi assembly election and I hope Delhi people choose correct leader for Delhi development
🅳🆄🆂🅷🆈🅰🅽🆃 = 🅱🅴🆈🅾,"Fingers all in deep in Delhi 💓 
SWAHA 🔥 😈😈😈😈 https://t.co/UgLVD0GMnP https://t.co/g6dREdMfbL"
Mukesh Mistry,"Nation, failed to understand.
Anarchist Kejriwal won election in Delhi or Islamabad?,
bcz
More than 50% MUSLIMS - P… https://t.co/6oRjvikpUM"
Life is funny,@DurexIndia Link not working... https://t.co/3H5geON73w
Gaurav Tyagi,Today's Delhi results have shown the democracy of this nation that the mandate is simple and clear those working fo… https://t.co/AAr9jqpoPs
Naveen Ahuja,@RSR_MeriDuniya @BJP4India @PMOIndia Galli Galli mein Shor Hai Delhi wale freekhor hai🤣🤣
Arti Jaiman,"For those who don't step out to vote, cynically thinking ""Ek vote se kya hota hai?"" please remember that there are… https://t.co/V73BgmyO3K"
RAJENDRA - AP @ Doitc,दोषियों को डेथ वारंट जारी करवाने के लिए पटिलाया हाउस कोर्ट पहुंची निर्भया की मां – Nirbhayas parents seek fresh dat… https://t.co/6MTzGk4lKJ
City News Hindi,दिल्ली में AAP की जीत का मुख्य कारण क्या है #AAP_पर_भारी_ManojTiwari #मोदीराज_में_गद्दार_बेनकाब #DilliChaleModiKeSaath #DelhiResults #Delhi
Khan Rayyan,Congratulations @ArvindKejriwal sir for the victory in Delhi Assembly Elections. The best choice made by citizens of Delhi .#AamAadmiParty
N@K0707,@ArvindKejriwal Congratulations to AAP and Shri @ArvindKejriwal Ji for the victory in the Delhi Assembly Elections.… https://t.co/W2snwryqKl
Shizil,"Operation Successful Of
Swach Delhi Mission
#मोदी_हारा_शाहीनबाग_जीता https://t.co/3nhfLfSuLl"
Rahul,Jor ka jhatka haye joro se laga haye laga delhi mai overconfidence karne ki mili hai ye saja ha saja https://t.co/btqaQntvif
Dipendra Basnet,"@Chalisay_ you mean,kejirawal is the new mukhya mantri of delhi now?"
THE NEW LEAM,"As the BJP loses the Delhi Assembly elections, one of its posters seeks to suggest that the party is beyond victory… https://t.co/DX17tOY7lr"
Rakesh,@msisodia Bol to aise Raha h literacy rate south India ko cross karliya aur sab software industry banglore nahii Delhi aarahi h
Yogesh Kumar,@ArvindKejriwal Arvind Kejriwal ji aapko bahut bahut badhai Delhi ke Chunav jitne per Hardik shubhkamnaen
Kalpesh M Joshi,"@iSinghApurva में भी मोदी भकत हु
मुजको भी दुख हुवा है bjp की हार का
Congretulation delhi
Congretulation आम आदमी पा… https://t.co/vAinmUiIIw"
Devdiscourse,People rejected politics of 'hate': JK Cong on Delhi poll results https://t.co/CSfFd9J37o
Rain🌧️-8️⃣ Points #CWC19🏏🇨🇦,@ArvindKejriwal @AamAadmiParty @ArvindKejriwal @AamAadmiParty will Fight &amp; Win the Battle of Pollution which is ham… https://t.co/LSSyf0ss4r
Irfan Kharadi,Congratulations to @AamAadmiParty and  @ArvindKejriwal for sweeping Delhi.  Wish u best of luck.
Dayananda Sagar,"@narendramodi @ArvindKejriwal Sir, not only in Delhi. Everywhere now. I just suggest BJP to come out from RSS and t… https://t.co/EyaOPOsRzJ"
hemal desai,"If the BJP wants, it can still form the government in Delhi by alliance with Congress
 7 + 0 = 70😂😂"
Asok Kumar Sarkar,Delhi Election Result: Kejriwal  की जीत से Mamata Banerjee को क्या सीख ल... https://t.co/9nI3u7fzmw via @YouTube
Ashutosh Tryambak,@drsudeshna246 Each and every state has its own political chemistry. Don't apply same rule in Bengal as Delhi.
Manoj Mate,"Delhi Election Results: Kerjrwal and AAP win, winning or leading in 62 seats to only 8 seats for BJP. Cong chief Su… https://t.co/8E5lTQ9e7w"
Tushar Kachare Official,"#Delhi is with development today

He congratulates the people of Delhi and the people of Delhi on the success of… https://t.co/JrOF5jFilI"
S. Radhakrishnan,Dear Shri @msisodia... Congratulations on winning the Patparganj constituency seat in the Delhi Assembly 2020 elect… https://t.co/EEGavNcpiN
Atik Ansari,"Delhi se prasthaan Kar k Pakistan ab  Hinduwo'n ko khatre me daalne k liye Bihar pahonch Chuka hai
@AmitShah  mota… https://t.co/KBFw65Fswx"
🇮🇳 Mishra_T 🇮🇳 🕉️🕉️,"নির্লজ্জের নাহি লাজ
নাহি অপমান।

फिट है @INCIndia &amp; Delhi Congress के लिए https://t.co/BqDkMrgOZz"
HindutvaUncut,@GautamGambhir The worst candidate to have entered BJP. No knowledge of social and political issues and the tongue… https://t.co/0rvWkUtWB6
Chandan Kumar Bal,Projecting @ManojTiwariMP a great loss for Delhi @BJP4Delhi @BJP4India @JPNadda @AmitShahOffice @narendramodi
MAS,@BhavikaKapoor5 Now Delhi!
Tufail Banday,All muslim candidates of AAP won with huge margin. Over 91% Muslim's voted for AAP in Delhi.
SRI SHARMA  🇮🇳🕉🚩,@narendramodi @KChanyal @ArvindKejriwal Some Delhi ppl wants only freebies sir...who ever gives freebies they ll vote for them...
TinA,Congratulations to @ArvindKejriwal on returning as the Chief Minister of Delhi 💐💐💐💐💐💐💐💐💐💐
nirendra dev,"Delhi polls: 2015 .....my story for 'The Statesman' on Feb 10, 2015......after BJP tally was reduced to mere 3 !!… https://t.co/Egtn0dXsKz"
Soumya Bibhu,Jab harna hi hey desh var main .then take bold steps .use article 356 against bengal govt .now after watching BJP's… https://t.co/kOlhYEr8IF
Chup Karo Barkhuddar!!,@SujeetUdhary @DrKumarVishwas Haan ban rahi hai.  Jaldi daudo Delhi.  Saanjhi the feku man ki tarah.  Daudo.
Hash,"Watch ""TOP MEMES OF DELHI ELECTION || ARVIND KEJRIWAL || Delhi Election 2010"" on YouTube https://t.co/BIxhXZ1wnR"
T. naresh,@AamAadmiParty Delhi ka baap #aap
Chiranjib Sur,"Delhi is showing us hope. Reminded of the Limerick I wrote against the communal politics ..

চাইনা আমার সাদা দাড়ি… https://t.co/MzBYkAHsuj"
maurya pramod,@RahulGandhi Congratulations on Congress performance in the Delhi Assembly elections touched a record low with the… https://t.co/bsG62zvI5I
SinghCP,"3 back to back set backs in 3 days 
1- India lost u19 worldcup on 8th of this month
2- India lost against Newzeland… https://t.co/Nf1iXtphy0"
Srinadh M,@FinMinIndia @nsitharaman We lost Delhi because of complex n unfriendly IT policies n non settlement of wage revisi… https://t.co/3ok53MRxGI
qamar,@AtheistMayra @ShivamAgarwalUK @AapKaGopalRai @msisodia @ArvindKejriwal @SanjayAzadSln new delhi seat safe ni hai for AK simple si baat hai.
Aasu,Delhi k sabhi  logo ko dil se bthai https://t.co/LZRgVXOnN5
kamojjala prabhakar,Though the AAP won the Delhi Election outrightly certain national channels are not digesting the reality!They advoc… https://t.co/YOvrWUNhby
Mohsin Khan,@Dsk_Talks Itna paisa Nahi hai Bhai jagah badalte rahe jaha hai wahi hai kaam k mamle me aap Bhi bata do pichle Sar… https://t.co/tUGIKM7SQj
ayub,"@ArvindKejriwal 
Congratulations Arindkejriwal And Delhi People's Government 🎉🎉🎉🎉"
Priyanshu Rai,@realsara91 @Priya_IsDa_Best Delhi me
“నేను PK దేంటి”...,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
PuthiyathalaimuraiTV,"சிவப்பு சொட்டர், கருப்பு மப்ளபர், குட்டி மீசை, மூக்குக் கண்ணாடி என தோற்றமளித்த அந்தச் சிறுவனின் புகைப்படம் ட்விட்ட… https://t.co/VpogHSwrgS"
Delhi Air Quality,"Air quality in New Delhi US Embassy, India (नई दिल्ली अमेरिकी दूतावास, India) is 202 (pm25)

At: 2020-02-11 21:00:0… https://t.co/2odnOm4EEu"
Ek_tu❤️ (TPN),@ShilpiSinghINC Q shilpi ji ab nhi  bolna congress wali delhi 😂😂😂
Hindu Legal Forum,So you are so naive! Cunning fox like Kerri will do nothing &amp; hide his incredible incompetence by more freebies. Mo… https://t.co/qIkWBbQS0e
TOI Top Stories,"AAP sweeps Delhi for 2nd time; BJP gains, Congress 'decimated' again https://t.co/UNpbWwutIV"
Acharya Ram Gopal Dixit,#DelhiResults Bahut bahut Badhai Sh Kejariwal ji Aap Delhi ke sachche vikas par kaam karenge v Pradooshan kam karne par praathmikta denge
P C RAO,Cong registers lowest vote percentage in Delhi. Huge garlands and tiny votes percentages for @RahulGandhi
Saroj Kumar,@ArvindKejriwal My best wishes &amp; congratulations to Mr.Arvind  Kejriwal (C.M.) and the AAP on winning the Delhi Ass… https://t.co/Y6FX4OcdNr
Suman,"@ArvindKejriwal Congratulations sir,,,  you are so great 👌proud of you sir....delhi always apke sath hai"
pooja malhotra,"@jamiamillia_ @arjunsethi81 We love the Delhi Police.
I hope you will have the same stomach ache for spreading terrorism."
👑🦅,Delhi people: 🖕 #DelhiResults https://t.co/89BE67uNW1
Mohammed Zubair,".@AmarUjalaNews, @OpIndia_com, @SwarajyaMag published reports that Shaheen Bagh protesters vacated the protest site… https://t.co/ikMohNDlJG"
CA Sonali jaluka kumar,"Amit Shah is totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
Pattabhiram vadrevu,Arrogance/ Overconfidence/ Regular team managers/ Un wanted words during elections lack of coordination between loc… https://t.co/XVsBiXDhzG
Hemindra Hazari,Insightful perspective from @AunindyoC https://t.co/ENi4wWadyB
बासुरीवाला 🌍,"भिखारी और मुफ्तखोर
दिल्लीवाले 

#delhi
#DelhiResults2020 
#DelhiResults"
Jagdish Mishra,Y is BJP nt contesting elections on local issues? Is it correct to raise national issues in state elections?  How l… https://t.co/R6lPwiPBA6
Mohammad Arif,"Congratulations to @ArvindKejriwal Sir and @AamAadmiParty for its huge win in Delhi.

#DelhiElection2020 
#DelhiElectionResults"
Animesh Debnath,"Delhi votes for Good Governance. Not Ideology or Personality...
#DelhiPolls2020"
Anjan Kr. Dasgupta,One party preached congress mukt India the other party delivered congmukt Delhi. Ends were great. Means? Notably co… https://t.co/6jNUjjmQqE
Haram Bae Anurag ❁,Fire Him ASAP!!!!!! https://t.co/C61lgi6zhB
Dr K J Srinivasa,Excellent publication by @MEAIndia “What Gandhi means to me”-anthology of articles from prominent global personalit… https://t.co/FBkyZl0DIO
HEMA SINGH,Ouchhhhh!!!! In the monring Delhi President Manoj Tiwari was so confident  that  they would come to power in Delhi.… https://t.co/fPK6SpARch
"निर्मल जैन ,ನಿರ್ಮಲ್ ಜೈನ್ ,નિર્મળ જૈન, Nirmal jain",Congratulations to @ArvindKejriwal  &amp; there political party @AamAadmiParty for winning the elections of delhi… https://t.co/YjnUq3L75w
Chaman Kumar,"Mananiy
 Shri Narendra Modi ji &amp; Shri Amit Shah Ji Aap hi is Bharat ko bacha sakte hain. Varna Delhi ki Janata Ne t… https://t.co/mepAehN3N0"
czar,@vanamadevi @MPadmajamuruga1 @TicRic1 @arivalayam @bbe3a92ef1c44ee @2018Maharaja @dr_vellore @ramsensai @Deppaa1… https://t.co/7VhMCyyE0I
💞𝚂𝚆𝙴𝙴𝚃 𝚁𝙾𝚂𝙴💞,Just action Delhi police 👍🇮🇳 #Arrest_Anuj
Saad Hamdamwala,Heartiest Congratulations to @ArvindKejriwal on being re-elected as the Chief Minister of Delhi with another massiv… https://t.co/VQVFay6WDv
Care For Life Charitable Trust,Serving Hot Chana &amp; Kulcha to needy slum children’s of New Delhi . #cflct Ngo constantly trying our best to provide… https://t.co/gDhww0XSQI
आलोक स्वतंत्र ( यादव),"इस बार ￼delhi में आप Party क़ि जीत ने ये साबित कर ￼दिया कि दिल्ली में जो काम करेगा वो ही जीतेगा 
ये नफ़रत ,जातिवाद,… https://t.co/w5BOWdOVP1"
Raghav Awasthi,@rohini_sgh Last time in Delhi state in 1993 BJP was in govt so Jo dikha vo bika Ur ek dharm vises ka polarisation… https://t.co/lEIMq3AVTW
Vinod Soni (KHETRI),"BJP Leaders are totally confused...

He asked the people of Delhi 
_""Vote kisko diya?""_

And they all replied...
*""AAP KO"" !!!*"
AnirudhaSingh,"BJP New Talent Pool in Delhi is Superb,They Need Experience At Organisational Level"
Primal Digest,"@arikring @arikring Delhi voters struggled to breathe clean air mere months ago, don't see #AirPollution as electio… https://t.co/8HytguwRy5"
SOURYA S.DASH,#Mustread #delhi https://t.co/OUJuxyyOqA
Manish Bariya,@Mayankc20475546 @Gobhiji3 @narendramodi @ArvindKejriwal PM to woh Delhi ke bhi hai
Ansari_Sarfuddin,"@Jhaansaaram @ManojTiwariMP @ArvindKejriwal Tiwari baba 48 Mae se 4 pakistan chala gya kya....
Kam kar lo otherwise… https://t.co/xqePsG9Eb4"
Raghu (ಕನ್ನಡಿಗ) - Proud Indian🇮🇳,@republic But what was @RahulGandhi grand old party @INCIndia achievement? A big ZEERO that too dispite of 15 yrs c… https://t.co/Z8d1aQObUo
A. Malik 🇮🇳,Delhi ka परिणाम सुनते ही आखँ में अंशु https://t.co/g3fRCzsYb7
aakash mehrotra 🌈,@ca_uves Who in Delhi?
shalu,SO IT'S AGAIN AAP IN DELHI 😆😆😅😅
